Age,Gender,Education Level,Job Title,Years of Experienceexperience in months,,Salary
32,Male,Master's Degree,Full Stack Engineer,7,84,135000
40,Male,PhD,Senior Software Engineer,12,144,160000
23,Male,Bachelor's Degree,Front end Developer,1,12,55000
46,Male,PhD,Senior Project Engineer,16,192,190000
41,Female,PhD,Senior Project Engineer,11,132,165000
28,Female,Bachelor's Degree,Front end Developer,3,36,80000
34,Male,Bachelor's Degree,Back end Developer,6,72,120000
49,Male,PhD,Software Engineer Manager,15,180,185000
43,Male,PhD,Senior Project Engineer,13,156,185000
54,Male,M2,Software Engineer Manager,16,192,190000
36,Male,Master's Degree,Senior Software Engineer,8,96,140000
33,Male,Master's Degree,Full Stack Engineer,6,72,130000
27,Female,Master's Degree,Back end Developer,2,24,70000
44,Male,Master's Degree,Senior Project Engineer,11,132,170000
31,Male,Master's Degree,Senior Project Engineer,6,72,125000
38,Male,Master's Degree,Senior Software Engineer,10,120,155000
27,Male,Bachelor's Degree,Front end Developer,2,24,70000
54,Male,PhD,Software Engineer Manager,17,204,195000
31,Male,Master's Degree,Senior Software Engineer,7,84,140000
32,Male,Master's Degree,Back end Developer,6,72,130000
38,Female,Master's Degree,Back end Developer,10,120,155000
51,Male,PhD,Software Engineer Manager,16,192,190000
28,Male,Bachelor's Degree,Front end Developer,2,24,70000
27,Male,Bachelor's Degree,Front end Developer,3,36,80000
43,Male,PhD,Senior Project Engineer,13,156,185000
27,Female,Master's Degree,Full Stack Engineer,3,36,100000
49,Male,PhD,Software Engineer Manager,15,180,185000
48,Male,PhD,Senior Project Engineer,16,192,190000
31,Male,Master's Degree,Senior Project Engineer,7,84,135000
40,Female,PhD,Senior Software Engineer,12,144,160000
24,Male,Bachelor's Degree,Front end Developer,1,12,55000
27,Male,Bachelor's Degree,Front end Developer,3,36,80000
42,Male,PhD,Senior Software Engineer,14,168,170000
24,Female,Bachelor's Degree,Front end Developer,1,12,55000
28,Female,Bachelor's Degree,Front end Developer,3,36,80000
43,Male,PhD,Senior Project Engineer,13,156,185000
31,Male,Master's Degree,Full Stack Engineer,7,84,140000
43,Male,PhD,Software Engineer Manager,13,156,180000
27,Female,Master's Degree,Back end Developer,2,24,70000
49,Male,PhD,Software Engineer Manager,15,180,185000
48,Male,PhD,Senior Project Engineer,16,192,190000
31,Male,Master's Degree,Senior Project Engineer,6,72,125000
40,Male,PhD,Senior Software Engineer,12,144,160000
36,Male,Master's Degree,Senior Software Engineer,8,96,140000
54,Male,PhD,Software Engineer Manager,17,204,195000
27,Male,Bachelor's Degree,Front end Developer,2,24,70000
28,Male,Bachelor's Degree,Front end Developer,2,24,70000
44,Male,Master's Degree,Senior Project Engineer,11,132,170000
43,Male,PhD,Senior Project Engineer,13,156,185000
54,Male,PhD,Software Engineer Manager,17,204,195000
32,Male,Master's Degree,Back end Developer,6,72,130000
38,Male,Master's Degree,Senior Software Engineer,10,120,155000
49,Male,PhD,Software Engineer Manager,15,180,185000
27,Male,Bachelor's Degree,Front end Developer,3,36,80000
54,Male,PhD,Software Engineer Manager,17,204,195000
31,Male,Master's Degree,Senior Project Engineer,7,84,135000
24,Male,Bachelor's Degree,Back end Developer,1,12,55000
48,Male,PhD,Senior Project Engineer,16,192,190000
27,Female,Master's Degree,Back end Developer,2,24,70000
43,Male,PhD,Senior Project Engineer,13,156,185000
44,Male,Master's Degree,Senior Project Engineer,11,132,170000
37,Male,Master's Degree,Senior Software Engineer,9,108,150000
56,Male,PhD,Software Engineer Manager,17,204,195000
28,Male,Bachelor's Degree,Front end Developer,2,24,70000
54,Male,PhD,Software Engineer Manager,17,204,195000
31,Male,Master's Degree,Senior Project Engineer,6,72,125000
49,Male,PhD,Software Engineer Manager,15,180,185000
54,Male,PhD,Software Engineer Manager,17,204,195000
27,Male,Bachelor's Degree,Front end Developer,3,36,80000
42,Male,PhD,Senior Software Engineer,14,168,170000
38,Male,Master's Degree,Senior Software Engineer,10,120,155000
43,Male,PhD,Senior Project Engineer,13,156,185000
27,Male,Bachelor's Degree,Front end Developer,2,24,70000
31,Male,Master's Degree,Full Stack Engineer,7,84,140000
54,Male,PhD,Software Engineer Manager,17,204,195000
36,Male,Master's Degree,Senior Software Engineer,8,96,140000
27,Female,Master's Degree,Back end Developer,2,24,70000
49,Male,PhD,Software Engineer Manager,15,180,185000
48,Male,PhD,Senior Project Engineer,16,192,190000
31,Male,Master's Degree,Senior Project Engineer,7,84,135000
40,Female,PhD,Senior Software Engineer,12,144,160000
24,Male,Bachelor's Degree,Front end Developer,1,12,55000
27,Male,Bachelor's Degree,Front end Developer,3,36,80000
43,Male,PhD,Senior Project Engineer,13,156,185000
27,Female,Master's Degree,Full Stack Engineer,3,36,100000
49,Male,PhD,Software Engineer Manager,15,180,185000
48,Male,PhD,Senior Project Engineer,16,192,190000
31,Male,Master's Degree,Senior Project Engineer,6,72,125000
40,Male,PhD,Senior Software Engineer,12,144,160000
36,Male,Master's Degree,Senior Software Engineer,8,96,140000
54,Male,PhD,Software Engineer Manager,17,204,195000
27,Male,Bachelor's Degree,Front end Developer,2,24,70000
28,Male,Bachelor's Degree,Front end Developer,2,24,70000
44,Male,Master's Degree,Senior Project Engineer,11,132,170000
43,Male,PhD,Senior Project Engineer,13,156,185000
54,Male,PhD,Software Engineer Manager,17,204,195000
32,Male,Master's Degree,Back end Developer,6,72,130000
38,Male,Master's Degree,Senior Software Engineer,10,120,155000
49,Male,PhD,Software Engineer Manager,15,180,185000
27,Male,Bachelor's Degree,Front end Developer,3,36,80000
54,Male,PhD,Software Engineer Manager,17,204,195000
31,Male,Master's Degree,Senior Project Engineer,7,84,135000
24,Male,Bachelor's Degree,Back end Developer,1,12,55000
48,Male,PhD,Senior Project Engineer,16,192,190000
27,Female,Master's Degree,Back end Developer,2,24,70000
43,Male,PhD,Senior Project Engineer,13,156,185000
44,Male,Master's Degree,Senior Project Engineer,11,132,170000
37,Male,Master's Degree,Senior Software Engineer,9,108,150000
56,Male,PhD,Software Engineer Manager,17,204,195000
28,Male,Bachelor's Degree,Front end Developer,2,24,70000
54,Male,PhD,Software Engineer Manager,17,204,195000
31,Male,Master's Degree,Senior Project Engineer,6,72,125000
49,Male,PhD,Software Engineer Manager,15,180,185000
54,Male,PhD,Software Engineer Manager,17,204,195000
27,Male,Bachelor's Degree,Front end Developer,3,36,80000
42,Male,PhD,Senior Software Engineer,14,168,170000
38,Male,Master's Degree,Senior Software Engineer,10,120,155000
36,Male,Bachelor's Degree,Front end Developer,7,84,120000
29,Female,Master's Degree,Back end Developer,3,36,90000
41,Female,PhD,Software Engineer Manager,14,168,180000
33,Male,Bachelor's Degree,Full Stack Engineer,7,84,130000
42,Male,PhD,Senior Software Engineer,12,144,170000
28,Male,Bachelor's Degree,Back end Developer,2,24,70000
55,Male,PhD,Software Engineer Manager,18,216,210000
26,Female,Master's Degree,Front end Developer,1,12,55000
47,Male,PhD,Senior Project Engineer,16,192,190000
44,Female,PhD,Software Engineer Manager,11,132,165000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
39,Female,Master's Degree,Senior Software Engineer,11,132,160000
32,Male,Bachelor's Degree,Front end Developer,6,72,110000
50,Male,PhD,Software Engineer Manager,17,204,195000
27,Male,Bachelor's Degree,Back end Developer,3,36,85000
46,Male,PhD,Senior Project Engineer,14,168,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
43,Male,PhD,Senior Project Engineer,13,156,185000
35,Male,Bachelor's Degree,Back end Developer,8,96,140000
29,Female,Master's Degree,Back end Developer,3,36,90000
40,Female,PhD,Senior Software Engineer,12,144,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8,96,145000
41,Male,PhD,Senior Project Engineer,13,156,185000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
33,Male,Bachelor's Degree,Front end Developer,6,72,110000
55,Male,PhD,Software Engineer Manager,18,216,210000
26,Female,Master's Degree,Front end Developer,1,12,55000
47,Male,PhD,Senior Project Engineer,16,192,190000
44,Female,PhD,Software Engineer Manager,11,132,165000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
39,Female,Master's Degree,Senior Software Engineer,11,132,160000
32,Male,Bachelor's Degree,Front end Developer,6,72,110000
50,Male,PhD,Software Engineer Manager,17,204,195000
27,Male,Bachelor's Degree,Back end Developer,3,36,85000
46,Male,PhD,Senior Project Engineer,14,168,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
43,Male,PhD,Senior Project Engineer,13,156,185000
35,Male,Bachelor's Degree,Back end Developer,8,96,140000
29,Female,Master's Degree,Back end Developer,3,36,90000
40,Female,PhD,Senior Software Engineer,12,144,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8,96,145000
41,Male,PhD,Senior Project Engineer,13,156,185000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
33,Male,Bachelor's Degree,Front end Developer,6,72,110000
55,Male,PhD,Software Engineer Manager,18,216,210000
26,Female,Master's Degree,Front end Developer,1,12,55000
47,Male,PhD,Senior Project Engineer,16,192,190000
44,Female,PhD,Software Engineer Manager,11,132,165000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
39,Female,Master's Degree,Senior Software Engineer,11,132,160000
32,Male,Bachelor's Degree,Front end Developer,6,72,110000
50,Male,PhD,Software Engineer Manager,17,204,195000
27,Male,Bachelor's Degree,Back end Developer,3,36,85000
46,Male,PhD,Senior Project Engineer,14,168,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
43,Male,PhD,Senior Project Engineer,13,156,185000
35,Male,Bachelor's Degree,Back end Developer,8,96,140000
29,Female,Master's Degree,Back end Developer,3,36,90000
40,Female,PhD,Senior Software Engineer,12,144,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8,96,145000
41,Male,PhD,Senior Project Engineer,13,156,185000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
33,Male,Bachelor's Degree,Front end Developer,6,72,110000
55,Male,PhD,Software Engineer Manager,18,216,210000
26,Female,Master's Degree,Front end Developer,1,12,55000
47,Male,PhD,Senior Project Engineer,16,192,190000
44,Female,PhD,Software Engineer Manager,11,132,165000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
39,Female,Master's Degree,Senior Software Engineer,11,132,160000
32,Male,Bachelor's Degree,Front end Developer,6,72,110000
50,Male,PhD,Software Engineer Manager,17,204,195000
27,Male,Bachelor's Degree,Back end Developer,3,36,85000
46,Male,PhD,Senior Project Engineer,14,168,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
43,Male,PhD,Senior Project Engineer,13,156,185000
35,Male,Bachelor's Degree,Back end Developer,8,96,140000
29,Female,Master's Degree,Back end Developer,3,36,90000
40,Female,PhD,Senior Software Engineer,12,144,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8,96,145000
41,Male,PhD,Senior Project Engineer,13,156,185000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
33,Male,Bachelor's Degree,Front end Developer,6,72,110000
55,Male,PhD,Software Engineer Manager,18,216,210000
26,Female,Master's Degree,Front end Developer,1,12,55000
47,Male,PhD,Senior Project Engineer,16,192,190000
44,Female,PhD,Software Engineer Manager,11,132,165000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
39,Female,Master's Degree,Senior Software Engineer,11,132,160000
32,Male,Bachelor's Degree,Front end Developer,6,72,110000
50,Male,PhD,Software Engineer Manager,17,204,195000
27,Male,Bachelor's Degree,Back end Developer,3,36,85000
46,Male,PhD,Senior Project Engineer,14,168,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
43,Male,PhD,Senior Project Engineer,13,156,185000
35,Male,Bachelor's Degree,Back end Developer,8,96,140000
29,Female,Master's Degree,Back end Developer,3,36,90000
40,Female,PhD,Senior Software Engineer,12,144,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8,96,145000
41,Male,PhD,Senior Project Engineer,13,156,185000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
33,Male,Bachelor's Degree,Front end Developer,6,72,110000
55,Male,PhD,Software Engineer Manager,18,216,210000
26,Female,Master's Degree,Front end Developer,1,12,55000
47,Male,PhD,Senior Project Engineer,16,192,190000
44,Female,PhD,Software Engineer Manager,11,132,165000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
39,Female,Master's Degree,Senior Software Engineer,11,132,160000
32,Male,Bachelor's Degree,Front end Developer,6,72,110000
50,Male,PhD,Software Engineer Manager,17,204,195000
27,Male,Bachelor's Degree,Back end Developer,3,36,85000
46,Male,PhD,Senior Project Engineer,14,168,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
43,Male,PhD,Senior Project Engineer,13,156,185000
35,Male,Bachelor's Degree,Back end Developer,8,96,140000
29,Female,Master's Degree,Back end Developer,3,36,90000
40,Female,PhD,Senior Software Engineer,12,144,160000
35,Male,Bachelor's Degree,Full Stack Engineer,8,96,145000
41,Male,PhD,Senior Project Engineer,13,156,185000
30,Male,Master's Degree,Full Stack Engineer,5,60,105000
33,Male,Bachelor's Degree,Front end Developer,6,72,110000
55,Male,PhD,Software Engineer Manager,18,216,210000
31,Male,Bachelor's Degree,Front end Developer,6,72,115000
42,Female,Master's Degree,Software Engineer Manager,13,156,170000
27,Female,Bachelor's Degree,Back end Developer,3,36,80000
51,Male,PhD,Senior Project Engineer,19,228,200000
34,Female,Master's Degree,Full Stack Engineer,7,84,130000
38,Male,Bachelor's Degree,Software Engineer Manager,11,132,155000
29,Male,Bachelor's Degree,Front end Developer,5,60,105000
43,Female,PhD,Senior Project Engineer,14,168,190000
36,Male,Master's Degree,Back end Developer,8,96,140000
48,Male,PhD,Software Engineer Manager,16,192,185000
35,Female,Bachelor's Degree,Full Stack Engineer,8,96,145000
30,Female,Master's Degree,Front end Developer,4,48,90000
50,Male,PhD,Senior Project Engineer,18,216,195000
29,Male,Bachelor's Degree,Back end Developer,4,48,95000
41,Male,Master's Degree,Software Engineer Manager,13,156,170000
33,Female,Bachelor's Degree,Full Stack Engineer,6,72,115000
45,Male,PhD,Senior Project Engineer,16,192,185000
28,Female,Bachelor's Degree,Front end Developer,2,24,65000
39,Female,Master's Degree,Software Engineer Manager,12,144,160000
30,Male,Bachelor's Degree,Back end Developer,5,60,100000
46,Male,PhD,Senior Project Engineer,15,180,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
42,Male,PhD,Software Engineer Manager,14,168,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6,72,115000
49,Female,PhD,Senior Project Engineer,17,204,195000
36,Male,Master's Degree,Back end Developer,9,108,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6,72,115000
45,Male,PhD,Software Engineer Manager,16,192,185000
28,Female,Bachelor's Degree,Front end Developer,2,24,65000
39,Female,Master's Degree,Software Engineer Manager,12,144,160000
30,Male,Bachelor's Degree,Back end Developer,5,60,100000
46,Male,PhD,Senior Project Engineer,15,180,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
42,Male,PhD,Software Engineer Manager,14,168,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6,72,115000
49,Female,PhD,Senior Project Engineer,17,204,195000
36,Male,Master's Degree,Back end Developer,9,108,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6,72,115000
45,Male,PhD,Software Engineer Manager,16,192,185000
28,Female,Bachelor's Degree,Front end Developer,2,24,65000
39,Female,Master's Degree,Software Engineer Manager,12,144,160000
30,Male,Bachelor's Degree,Back end Developer,5,60,100000
46,Male,PhD,Senior Project Engineer,15,180,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
42,Male,PhD,Software Engineer Manager,14,168,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6,72,115000
49,Female,PhD,Senior Project Engineer,17,204,195000
36,Male,Master's Degree,Back end Developer,9,108,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6,72,115000
45,Male,PhD,Software Engineer Manager,16,192,185000
28,Female,Bachelor's Degree,Front end Developer,2,24,65000
39,Female,Master's Degree,Software Engineer Manager,12,144,160000
30,Male,Bachelor's Degree,Back end Developer,5,60,100000
46,Male,PhD,Senior Project Engineer,15,180,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
42,Male,PhD,Software Engineer Manager,14,168,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6,72,115000
49,Female,PhD,Senior Project Engineer,17,204,195000
36,Male,Master's Degree,Back end Developer,9,108,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6,72,115000
45,Male,PhD,Software Engineer Manager,16,192,185000
28,Female,Bachelor's Degree,Front end Developer,2,24,65000
39,Female,Master's Degree,Software Engineer Manager,12,144,160000
30,Male,Bachelor's Degree,Back end Developer,5,60,100000
46,Male,PhD,Senior Project Engineer,15,180,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
42,Male,PhD,Software Engineer Manager,14,168,190000
31,Male,Bachelor's Degree,Full Stack Engineer,6,72,115000
49,Female,PhD,Senior Project Engineer,17,204,195000
36,Male,Master's Degree,Back end Developer,9,108,150000
33,Female,Bachelor's Degree,Full Stack Engineer,6,72,115000
45,Male,PhD,Software Engineer Manager,16,192,185000
28,Female,Bachelor's Degree,Front end Developer,2,24,65000
39,Female,Master's Degree,Software Engineer Manager,12,144,160000
30,Male,Bachelor's Degree,Back end Developer,5,60,100000
46,Male,PhD,Senior Project Engineer,15,180,180000
25,Female,Bachelor's Degree,Front end Developer,1,12,55000
42,Male,PhD,Software Engineer Manager,14,168,190000
